Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"IG","Dépenses publiques","202","Afrique du Sud","6110","Valeur US $","23170","Pêche (Administration Centrale)","2017","2017","millions","58.198044","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","202","Afrique du Sud","6110","Valeur US $","23171","Pêche, Courantes (Administration Centrale)","2017","2017","millions","57.748059","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","202","Afrique du Sud","6110","Valeur US $","23172","Pêche, Capital (Administration Centrale)","2017","2017","millions","0.449985","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","202","Afrique du Sud","6110","Valeur US $","23173","R–D concernant l’agriculture, la sylviculture, la pêche (Administration Centrale)","2017","2017","millions","113.696179","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","202","Afrique du Sud","6110","Valeur US $","23174","Protection de lénvironnement (Administration Centrale)","2017","2017","millions","664.027682","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","3805.99134","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","84.111067","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","39.076516","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","45.037909","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","73.307573","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2017","2017","millions","30.917419","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2017","2017","millions","42.393512","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2017","2017","millions","10.016821","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23138","Sylviculture, Courantes (Administrations Publiques)","2017","2017","millions","7.380373","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23139","Sylviculture, Capital (Administrations Publiques)","2017","2017","millions","2.636447","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2017","2017","millions","0.786673","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2017","2017","millions","0.778724","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2017","2017","millions","0.00795","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2017","2017","millions","1.796814","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","23.987016","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23160","Dépenses (Administration Centrale)","2017","2017","millions","2936.56355","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23161","Agriculture, sylviculture, pêche (Administration Centrale)","2017","2017","millions","68.522442","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23162","Agriculture, sylviculture, pêche, Courantes (Administration Centrale)","2017","2017","millions","39.664351","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23163","Agriculture, sylviculture, pêche, Capital (Administration Centrale)","2017","2017","millions","28.857036","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23164","Agriculture (Administration Centrale)","2017","2017","millions","60.279828","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23165","Agriculture, Courantes (Administration Centrale)","2017","2017","millions","33.864623","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23166","Agriculture, Capital (Administration Centrale)","2017","2017","millions","26.414151","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23167","Sylviculture (Administration Centrale)","2017","2017","millions","7.45594","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23168","Sylviculture, Courantes (Administration Centrale)","2017","2017","millions","5.021005","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23169","Sylviculture, Capital (Administration Centrale)","2017","2017","millions","2.434935","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23170","Pêche (Administration Centrale)","2017","2017","millions","0.786673","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23171","Pêche, Courantes (Administration Centrale)","2017","2017","millions","0.778724","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23172","Pêche, Capital (Administration Centrale)","2017","2017","millions","0.00795","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23173","R–D concernant l’agriculture, la sylviculture, la pêche (Administration Centrale)","2017","2017","millions","1.729644","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","3","Albanie","6110","Valeur US $","23174","Protection de lénvironnement (Administration Centrale)","2017","2017","millions","23.987016","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","4","Algérie","6110","Valeur US $","23160","Dépenses (Administration Centrale)","2017","2017","millions","60976.976217","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Budgetary Central Government Expenditure"
"IG","Dépenses publiques","4","Algérie","6110","Valeur US $","23161","Agriculture, sylviculture, pêche (Administration Centrale)","2017","2017","millions","1927.955158","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Budgetary Central Government Expenditure"
"IG","Dépenses publiques","79","Allemagne","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","1630438.341104","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","79","Allemagne","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","7232.218894","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","79","Allemagne","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","20226.941471","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","79","Allemagne","6110","Valeur US $","23160","Dépenses (Administration Centrale)","2017","2017","millions","468629.031621","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","79","Allemagne","6110","Valeur US $","23174","Protection de lénvironnement (Administration Centrale)","2017","2017","millions","6862.813149","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","41011.563995","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","205.591746","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","116.324199","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","89.267547","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","118.824802","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2017","2017","millions","103.582265","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2017","2017","millions","15.242537","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23138","Sylviculture, Courantes (Administrations Publiques)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23139","Sylviculture, Capital (Administrations Publiques)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2017","2017","millions","86.766924","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2017","2017","millions","12.741932","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2017","2017","millions","74.024992","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","159.230501","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated General Government Expenditure"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23160","Dépenses (Administration Centrale)","2017","2017","millions","36676.295705","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23161","Agriculture, sylviculture, pêche (Administration Centrale)","2017","2017","millions","197.60029","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23162","Agriculture, sylviculture, pêche, Courantes (Administration Centrale)","2017","2017","millions","108.851138","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23163","Agriculture, sylviculture, pêche, Capital (Administration Centrale)","2017","2017","millions","88.749152","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23164","Agriculture (Administration Centrale)","2017","2017","millions","111.262539","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23165","Agriculture, Courantes (Administration Centrale)","2017","2017","millions","96.210581","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23166","Agriculture, Capital (Administration Centrale)","2017","2017","millions","15.051958","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23167","Sylviculture (Administration Centrale)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23168","Sylviculture, Courantes (Administration Centrale)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23169","Sylviculture, Capital (Administration Centrale)","2017","2017","millions","0","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Dépenses publiques","7","Angola","6110","Valeur US $","23170","Pêche (Administration Centrale)","2017","2017","millions","86.337679","Qm","Données officielles collectées dans les questionnaires et/ou sources nationales et/ou COMTRADE (données rapportées par le pays)","Consolidated Central Government Expenditure Excluding Social Security Funds"
